,pfa,h_est_c,h_est_n,cr,br
0,0.0,4.247927513443587,3.423766335194136,7,2
1,0.0001,4.297755779186356,3.569920164541818,7,2
2,0.0002,4.342451770118086,3.683037327706544,7,2
3,0.00030000000000000003,4.385964351877968,3.782940985326786,7,2
4,0.0004,4.428500961427767,3.873999672282713,7,2
5,0.0005,4.470128653225764,3.9583412542425505,7,2
6,0.0006000000000000001,4.51088323326395,4.03724719783004,7,2
7,0.0007,4.550790747526278,4.111581481118514,7,2
8,0.0008,4.589873637413282,4.1819696243613,7,2
9,0.0009000000000000001,4.628152840486182,4.248887391252131,7,2
10,0.001,4.6656485648198585,4.3127099799021416,7,2
11,0.002,5.001682208691476,4.829160311388366,7,2
12,0.003,5.27862856842399,5.2038115949476875,7,2
13,0.004,5.509905434080871,5.4927718505178955,7,2
14,0.005,5.705362569760311,5.723563720995997,7,2
15,0.006,5.872265252353586,5.912339600289638,7,2
16,0.007,6.016062508180051,6.069515133776308,7,2
17,0.008,6.140916547012143,6.202222896076229,7,2
18,0.009000000000000001,6.250061717374694,6.315559721909855,7,2
19,0.01,6.346050333808181,6.413286684451082,7,2
20,0.011,6.430924018449881,6.498250283661809,7,2
21,0.012,6.506335457713153,6.5726495366888935,7,2
22,0.013000000000000001,6.573636579898702,6.63821248691584,7,2
23,0.014,6.633943560217148,6.696316825704566,7,2
24,0.015,6.688185531332968,6.748074647321067,7,2
25,0.016,6.7371416282956496,6.794393417828887,7,2
26,0.017,6.781469540232764,6.836020724555626,7,2
27,0.018000000000000002,6.82172778173574,6.873577697987553,7,2
28,0.019,6.85839325375721,6.90758435642097,7,2
29,0.02,6.891875225338994,6.938479085191715,7,2
