,pfa,h_est_c,h_est_n,cr,br
0,0.003,5.6246195692233645,5.602884493586668,8,2
1,0.0031,5.654741589091053,5.639108443772182,8,2
2,0.0031999999999999997,5.684199509225742,5.674309031862494,8,2
3,0.0032999999999999995,5.7130143644875755,5.708530552907064,8,2
4,0.0033999999999999994,5.741206303860187,5.74181456205636,8,2
5,0.003499999999999999,5.768794636255446,5.774200102820995,8,2
6,0.003599999999999999,5.795797873634085,5.805723910956336,8,2
7,0.003699999999999999,5.822233771602896,5.836420597172401,8,2
8,0.0037999999999999987,5.848119367642351,5.866322811371213,8,2
9,0.0038999999999999985,5.873471017109383,5.895461390703423,8,2
10,0.003999999999999998,5.8983044271535965,5.9238654933998625,8,2
11,0.004099999999999998,5.922634688676488,5.95156272005249,8,2
