,pfa,h_est_c,h_est_n,cr,br
0,0.009000000000000001,5.263563694274751,5.262429314945644,5,2
1,0.0091,5.271273612066363,5.271538463038219,5,2
2,0.0092,5.2789217083909,5.280546434125299,5,2
3,0.0093,5.286508546126773,5.289454852198077,5,2
4,0.009399999999999999,5.294034683873738,5.2982653045319035,5,2
5,0.009499999999999998,5.30150067591276,5.306979342824981,5,2
6,0.009599999999999997,5.308907072171002,5.315598484290742,5,2
7,0.009699999999999997,5.316254418191486,5.3241242127061374,5,2
8,0.009799999999999996,5.323543255107287,5.33255797941823,5,2
9,0.009899999999999996,5.330774119619834,5.340901204310944,5,2
10,0.009999999999999995,5.3379475439811515,5.349155276734134,5,2
