,pfa,h_est_c,h_est_n,cr,br
0,0.002,4.658814653115751,4.647359106167889,9,1
1,0.00201,4.664942422928322,4.654968686096971,9,1
2,0.00202,4.671049893284654,4.662546850391149,9,1
3,0.00203,4.677137166555893,4.670093802853731,9,1
4,0.00204,4.683204344419456,4.677609745386137,9,1
5,0.00205,4.689251527864355,4.685094878011587,9,1
6,0.00206,4.695278817197508,4.692549398899663,9,1
7,0.0020700000000000002,4.701286312049209,4.699973504389511,9,1
8,0.0020800000000000003,4.707274111378872,4.707367389013043,9,1
9,0.0020900000000000003,4.713242313480866,4.714731245517952,9,1
10,0.0021000000000000003,4.719191015989814,4.722065264889728,9,1
