,pfa,h_est_c,h_est_n,cr,br
0,0.006,5.430414115417037,5.428304243378949,6,2
1,0.00601,5.431728800951646,5.42986885378145,6,2
2,0.006019999999999999,5.433041933522322,5.4314309705645725,6,2
3,0.006029999999999999,5.434353515495072,5.4329905996802985,6,2
4,0.0060399999999999985,5.435663549231679,5.4345477470601296,6,2
5,0.006049999999999998,5.436972037089594,5.436102418615091,6,2
6,0.006059999999999998,5.4382789814220684,5.437654620235932,6,2
7,0.006069999999999997,5.43958438457808,5.439204357793137,6,2
8,0.006079999999999997,5.440888248902315,5.440751637137019,6,2
9,0.0060899999999999965,5.442190576735291,5.44229646409792,6,2
10,0.006099999999999996,5.44349137041322,5.44383884448615,6,2
