,pfa,h_est_c,h_est_n,cr,br
0,0.001,4.1839781855184155,4.011531187736179,10,1
1,0.0011,4.285892254449085,4.146027260307873,10,1
2,0.0012000000000000001,4.383189424510729,4.272624098821576,10,1
3,0.0013000000000000002,4.4761810858838516,4.392058555128964,10,1
4,0.0014000000000000002,4.565151019724282,4.504967698645528,10,1
5,0.0015000000000000002,4.6503584155275615,4.611907285943166,10,1
6,0.0016000000000000003,4.73204049335403,4.713365823236167,10,1
7,0.0017000000000000003,4.810414793220913,4.809775502358302,10,1
8,0.0018000000000000004,4.885681181633675,4.901520858665586,10,1
9,0.0019000000000000004,4.958023616130922,4.988945730686136,10,1
10,0.0020000000000000005,5.02761170173373,5.072358928554646,10,1
