,pfa,h_est_c,h_est_n,cr,br
0,0.002499999999999999,4.545210317085647,4.5341388003774625,8,1
1,0.002509999999999999,4.5498415760797535,4.539949281099516,8,1
2,0.0025199999999999992,4.554460706541526,4.545740466110511,8,1
3,0.0025299999999999993,4.559067756844255,4.551512456202057,8,1
4,0.0025399999999999993,4.563662775101158,4.557265351405824,8,1
5,0.0025499999999999993,4.568245809167452,4.562999251001864,8,1
6,0.0025599999999999993,4.572816906641706,4.568714253525902,8,1
7,0.0025699999999999994,4.57737611486794,4.574410456777449,8,1
8,0.0025799999999999994,4.581923480937148,4.580087957827151,8,1
9,0.0025899999999999994,4.586459051688816,4.585746853024035,8,1
10,0.0025999999999999994,4.590982873713051,4.591387238003408,8,1
